GeTe,-0.04
Tb2C,-0.25
DyCo5,-0.089
Ce(CoSi)2,-0.726
Si,0.0
Al4C3,-0.091
TiB2,-1.100
AlV3,-0.169
V2O5,-2.286
LuB12,-0.259
